other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.23,0.0,,,8.478,0.0,,2.495,0.0,
,0.22,0.0,,,7.821,0.0,,2.363,0.0,
,0.23,0.0,,,7.889,0.0,,2.253,0.0,
,0.09,0.0,,,2.979,0.0,,0.843,0.0,
,0.09,0.0,,,2.878,0.0,,0.701,0.0,
,0.13,0.0,,,4.018,0.0,,0.844,0.0,
,0.13,0.0,,,3.889,0.0,,0.784,0.0,
,0.14,0.0,,,4.058,0.0,,0.852,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.0,0.0,,,,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.0,0.0,,,0.0,0.0,,0.0,,,0.0
0.18,0.056,,,0.18,2.359,,7.53,,,0.051
0.188,0.059,,4.888,0.009,2.435,,7.774,,,0.05
0.243,0.076,,28.88,0.054,3.089,,9.861,,,0.064
0.191,0.06,,-21.12,-0.051,2.397,,7.651,,,0.048
0.195,0.061,,1.722,0.003,2.397,,7.652,,,0.047
0.204,0.064,,4.897,0.01,2.473,,7.894,,,0.051
0.195,0.061,,-4.732,-0.01,2.319,,7.402,,,0.046
0.204,0.064,,4.988,0.01,2.396,,7.648,,,0.046
0.204,0.064,,-0.047,-0.0,2.357,,7.523,,,0.046
0.303,0.095,,48.475,0.099,3.443,,10.992,,,0.064
0.316,0.099,,4.247,0.013,3.533,,11.279,,,0.067
0.278,0.087,,-12.119,-0.038,3.056,,9.756,,,0.061
0.367,0.115,,32.126,0.089,3.975,,12.69,,,0.079
0.495,0.155,,34.793,0.128,5.275,,16.84,,,0.102
0.367,0.115,,-25.802,-0.128,3.855,,12.304,,,0.075
0.383,0.12,,4.364,0.016,3.962,,12.648,0.265,,0.08
0.396,0.124,,3.32,0.013,4.032,,12.872,0.253,,0.078
0.338,0.106,,-14.52,-0.057,3.395,,10.838,0.203,,0.064
0.393,0.123,,16.016,0.054,3.88,,12.386,0.234,,0.073
0.338,0.106,,-13.793,-0.054,3.295,,10.52,0.208,,0.065
0.425,0.133,,25.49,0.086,4.076,,13.011,0.261,,0.083
0.418,0.131,,-1.514,-0.006,3.957,,12.632,0.243,,0.08
0.415,0.13,,-0.78,-0.003,3.872,,12.361,0.232,,0.074
0.306,0.096,,-26.15,-0.109,2.821,,9.006,0.155,,0.053
0.316,0.099,,3.135,0.01,2.871,,9.164,0.151,,0.052
0.38,0.119,,20.213,0.064,3.406,,10.872,0.177,,0.06
0.712,0.223,,87.387,0.332,6.302,,20.117,0.32,,0.108
0.571,0.179,,-19.847,-0.141,4.991,,15.932,0.247,,0.086
0.66,0.207,,15.739,0.09,5.71,,18.228,0.279,,0.096
0.836,0.262,,26.635,0.176,7.148,,22.818,0.324,,0.12
1.232,0.36,0.0,47.339,0.396,9.711,0.0,33.241,0.422,0.0,0.176
1.159,0.34,0.0,-5.966,-0.074,9.071,0.0,30.916,0.393,0.0,0.17
1.692,0.5,0.0,46.001,0.533,13.198,0.0,44.656,0.616,0.0,0.258
2.811,0.83,0.0,66.157,1.119,21.683,0.0,73.437,0.942,0.0,0.401
2.769,0.82,0.0,-1.486,-0.042,21.206,0.0,71.615,0.857,0.0,0.372
2.926,0.86,0.0,5.647,0.156,22.011,0.0,74.881,0.853,0.0,0.37
3.34,1.03,0.0,14.164,0.414,26.091,0.0,84.607,0.925,0.0,0.402
3.418,1.06,0.0,2.346,0.078,26.582,0.0,85.725,0.956,0.0,0.395
3.85,1.13,0.0,12.619,0.431,28.058,0.0,95.589,0.985,0.0,0.439
3.795,1.13,0.0,-1.413,-0.054,27.775,0.0,93.287,0.972,0.0,0.445
4.397,1.36,0.0,15.848,0.601,33.09,0.0,106.978,1.137,0.0,0.497
4.436,1.34,0.0,0.882,0.039,32.273,0.0,106.829,1.092,0.0,0.488
4.639,1.39,0.0,4.576,0.203,33.133,0.0,110.568,1.08,0.0,0.492
4.874,1.5,0.0,5.079,0.236,35.387,0.0,114.989,1.134,0.0,0.497
4.733,1.4,0.0,-2.887,-0.141,32.692,0.0,110.533,1.062,0.0,0.483
4.748,1.43,0.0,0.307,0.015,33.058,0.0,109.762,1.038,0.0,0.476
3.757,1.07,0.0,-20.866,-0.991,24.503,0.0,86.042,0.766,0.0,0.379
4.666,1.31,0.0,24.186,0.909,29.736,0.0,105.915,0.945,0.0,0.471
4.524,1.5,0.0,-3.043,-0.142,33.773,0.0,101.862,1.073,0.0,0.46
4.711,1.56,0.0,4.123,0.187,34.864,0.0,105.275,1.172,0.0,0.508
7.021,2.14,0.0,49.055,2.311,47.518,0.0,155.905,1.543,0.0,0.807
7.194,2.01,0.0,2.461,0.173,44.394,0.0,158.893,1.37,0.0,0.745
7.473,2.07,0.0,3.872,0.279,45.484,0.0,164.199,1.441,0.0,0.747
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,0.0,0.0,,,0.0,0.0,,0.0,0.0,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
0.319,0.1,,,,0.053,,0.168,,,0.006
0.389,0.122,,22.0,0.07,0.063,,0.2,,,0.007
0.552,0.173,,41.803,0.163,0.087,,0.277,,,0.009
0.571,0.179,,3.468,0.019,0.088,,0.28,,,0.009
0.568,0.178,,-0.559,-0.003,0.085,,0.271,,,0.008
1.219,0.409,,129.609,0.65,0.191,,0.568,,,0.014
1.186,0.398,,-2.714,-0.033,0.181,,0.54,,,0.013
1.264,0.424,,6.534,0.078,0.189,,0.563,,,0.013
1.35,0.451,,6.47,0.086,0.196,,0.588,,,0.013
1.533,0.515,,14.091,0.184,0.219,,0.653,,,0.014
1.776,0.599,,16.317,0.243,0.25,,0.742,,,0.016
1.557,0.529,,-11.688,-0.219,0.216,,0.637,,,0.013
2.213,0.753,,42.422,0.656,0.302,,0.889,,,0.017
2.794,0.968,,28.544,0.581,0.381,,1.102,,,0.02
5.391,1.882,,94.459,2.596,0.728,,2.085,,,0.037
9.333,3.272,,73.903,3.943,1.242,,3.542,,,0.064
14.799,5.159,,57.649,5.465,1.919,,5.506,,,0.101
42.3,13.787,,167.255,27.501,5.027,,15.423,,,0.281
49.018,15.97,,15.833,6.718,5.708,,17.52,,,0.309
53.771,17.504,,9.608,4.753,6.135,,18.846,,,0.314
57.247,18.651,,6.55,3.477,6.409,,19.674,0.928,,0.286
60.148,19.51,,4.607,2.9,6.573,,20.263,0.919,,0.288
61.211,19.839,,1.688,1.063,6.551,,20.211,0.861,,0.277
66.075,21.396,,7.849,4.864,6.926,,21.389,0.867,,0.28
71.387,23.113,,8.025,5.312,7.338,,22.665,0.874,,0.289
57.274,18.881,,-18.309,-14.113,5.881,,17.839,0.665,,0.223
58.428,19.273,,2.072,1.154,5.895,,17.873,0.645,,0.219
59.237,19.529,,1.331,0.809,5.875,,17.819,0.618,,0.212
58.673,19.343,,-0.951,-0.564,5.726,,17.368,0.583,,0.202
69.269,22.939,,18.589,10.596,6.686,,20.188,0.641,,0.227
83.88,27.571,,20.192,14.611,7.915,,24.08,0.724,,0.263
84.913,28.014,,1.606,1.033,7.926,,24.024,0.701,,0.255
95.984,31.614,,12.852,11.071,8.818,,26.772,0.756,,0.28
101.919,33.697,,6.589,5.935,9.269,,28.035,0.781,,0.297
111.61,36.98,,9.742,9.691,10.035,,30.286,0.818,,0.315
122.464,46.27,20.36,9.76,10.853,12.388,5.451,32.787,0.998,0.439,0.332
125.023,46.86,19.92,2.284,2.559,12.38,5.263,33.029,0.966,0.411,0.328
128.964,48.7,20.08,3.265,3.941,12.7,5.236,33.631,0.942,0.388,0.322
134.844,49.47,19.31,4.468,5.88,12.739,4.973,34.724,0.891,0.348,0.313
142.426,52.39,20.03,5.76,7.582,13.326,5.095,36.228,0.864,0.33,0.301
160.533,58.66,19.82,12.065,18.107,14.741,4.981,40.342,0.901,0.304,0.316
172.808,62.4,20.31,7.579,12.275,15.494,5.043,42.909,0.885,0.288,0.321
192.807,70.55,20.45,11.246,19.998,17.313,5.018,47.315,0.919,0.266,0.338
217.186,76.88,21.95,12.59,24.379,18.648,5.324,52.679,0.969,0.277,0.369
244.879,86.41,23.04,12.528,27.694,20.715,5.523,58.705,1.048,0.28,0.407
274.19,101.57,22.62,11.489,29.311,24.068,5.36,64.973,1.115,0.248,0.428
294.128,111.47,22.68,7.076,19.939,26.115,5.313,68.907,1.139,0.232,0.436
320.724,120.63,23.46,8.895,26.595,27.942,5.434,74.29,1.176,0.229,0.46
359.246,133.0,23.19,11.592,38.522,30.468,5.312,82.296,1.227,0.214,0.502
415.279,152.16,25.56,15.496,56.033,34.484,5.793,94.114,1.328,0.223,0.564
486.749,175.54,27.4,16.961,71.47,39.374,6.146,109.179,1.511,0.236,0.649
495.983,179.76,29.34,2.121,9.234,39.92,6.516,110.146,1.478,0.241,0.649
580.967,208.65,32.14,16.915,84.984,45.886,7.068,127.767,1.622,0.25,0.735
705.036,236.31,34.99,21.014,124.068,51.497,7.625,153.643,1.732,0.256,0.861
796.737,265.29,36.77,12.803,91.701,57.326,7.946,172.165,1.884,0.261,0.945
890.842,291.08,39.8,11.726,94.105,62.422,8.535,191.041,2.04,0.279,1.063
1029.842,343.53,41.08,15.276,139.0,73.195,8.753,219.427,2.232,0.267,1.166
1142.141,366.762,,10.78,112.3,77.681,,241.908,2.262,,1.264
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,45.99,20.28,,,,,,1.137,0.502,
,46.56,19.83,,,,,,1.101,0.469,
,48.43,19.98,,,,,,1.073,0.443,
,49.26,19.22,,,,,,1.015,0.396,
,52.18,19.94,,,,,,0.98,0.375,
,58.5,19.73,,,,,,1.026,0.346,
,62.2,20.22,,,,,,1.005,0.327,
,70.23,20.29,,,,,,1.039,0.3,
,76.51,21.79,,,,,,1.097,0.312,
,85.65,22.6,,,,,,1.182,0.312,
,100.48,21.95,,,,,,1.252,0.273,
,110.33,21.99,,,,,,1.273,0.254,
,119.03,22.56,,,,,,1.311,0.248,
,130.64,21.83,,,,,,1.357,0.227,
,148.55,23.2,,,,,,1.46,0.228,
,170.64,23.98,,,,,,1.661,0.233,
,173.05,24.52,,,,,,1.606,0.228,
,200.14,26.01,,,,,,1.756,0.228,
,225.99,27.56,,,,,,1.856,0.226,
,252.59,27.82,,,,,,2.006,0.221,
,276.38,29.77,,,,,,2.166,0.233,
,326.05,30.29,,,,,,2.365,0.22,
,348.65,32.58,,,,,,2.428,0.227,
4.77,1.644,,,,,,,,,0.091
4.763,1.643,,-0.061,-0.007,,,,,,0.084
4.143,1.424,,-13.329,-0.619,,,,,,0.07
4.575,1.577,,10.744,0.431,,,,,,0.071
4.662,1.608,,1.966,0.088,,,,,,0.064
5.134,1.777,,10.492,0.472,,,,,,0.062
5.072,1.755,,-1.243,-0.062,,,,,,0.056
5.166,1.786,,1.766,0.094,,,,,,0.054
5.327,1.835,,2.767,0.161,,,,,,0.051
8.372,2.816,,53.439,3.045,,,,,,0.079
8.854,2.974,,5.614,0.482,,,,,,0.08
8.666,2.906,,-2.262,-0.188,,,,,,0.075
8.747,2.942,,1.217,0.081,,,,,,0.072
9.575,3.237,,10.029,0.829,,,,,,0.073
11.838,4.032,,24.575,2.263,,,,,,0.087
15.971,5.493,,36.221,4.133,,,,,,0.116
21.499,7.391,,34.564,5.528,,,,,,0.156
49.798,16.271,,120.14,28.298,,,,,,0.357
56.297,18.387,,13.004,6.499,,,,,,0.387
61.459,20.061,,9.106,5.162,,,,,,0.394
64.668,21.111,,5.231,3.209,,,,1.224,,0.396
67.681,22.009,,4.256,3.013,,,,1.211,,0.398
68.721,22.329,,1.453,1.04,,,,1.132,,0.382
74.415,24.146,,8.137,5.694,,,,1.136,,0.386
81.388,26.439,,9.495,6.973,,,,1.155,,0.4
68.147,22.514,,-14.846,-13.241,,,,0.912,,0.322
69.531,22.994,,2.134,1.384,,,,0.872,,0.314
70.03,23.152,,0.685,0.499,,,,0.833,,0.303
69.846,23.098,,-0.234,-0.185,,,,0.791,,0.287
80.136,26.58,,15.078,10.29,,,,0.837,,0.312
94.455,31.113,,17.052,14.319,,,,0.916,,0.349
95.798,31.653,,1.735,1.343,,,,0.886,,0.338
106.923,35.281,,11.462,11.125,,,,0.943,,0.366
114.028,37.76,,7.027,7.106,,,,0.981,,0.391
124.943,41.456,,9.788,10.914,,,,1.026,,0.414
135.462,44.975,,8.489,10.519,,,,1.049,,0.432
136.929,45.564,,1.311,1.467,,,,1.017,,0.423
141.939,47.265,,3.733,5.01,,,,0.992,,0.418
149.068,49.582,,4.901,7.13,,,,0.972,,0.405
160.547,53.402,,7.704,11.478,,,,0.959,,0.397
183.266,60.626,,13.529,22.719,,,,1.015,,0.421
196.365,64.955,,7.139,13.099,,,,1.006,,0.426
217.587,71.795,,10.53,21.223,,,,1.023,,0.445
241.591,79.793,,11.14,24.004,,,,1.093,,0.48
266.988,88.116,,10.431,25.397,,,,1.169,,0.519
296.888,97.701,,10.877,29.9,,,,1.183,,0.543
317.823,104.443,,6.901,20.935,,,,1.177,,0.553
345.341,113.307,,8.487,27.518,,,,1.221,,0.582
383.098,125.209,,10.504,37.758,,,,1.276,,0.628
438.205,142.998,,14.208,55.107,,,,1.383,,0.701
508.309,165.376,,15.649,70.104,,,,1.584,,0.799
509.908,166.076,,0.424,1.598,,,,1.517,,0.789
589.393,191.36,,15.224,79.485,,,,1.653,,0.882
707.858,228.908,,19.622,118.466,,,,1.851,,1.016
792.288,255.507,,11.62,84.43,,,,1.999,,1.101
879.983,283.423,,10.926,87.695,,,,2.186,,1.229
1010.775,324.586,,14.524,130.792,,,,2.32,,1.339
1117.35,358.469,,10.439,106.575,,,,2.464,,1.449
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
